epoch,train_loss,train_acc,val_loss,val_acc,time_per_epoch,learning_rate
1,,0.0,2.5535507202148438,23.046875,0.0,0.001
1,,87.87878751754761,0.45213067531585693,86.3173246383667,18.32624125480652,0.001
2,0.9037711024284363,87.12121248245239,0.22753867506980896,92.47937798500061,19.02807641029358,0.001
3,0.3649379312992096,89.39394354820251,0.25656116008758545,91.92139506340027,19.769569158554077,0.001
4,0.28008607029914856,90.90909361839294,0.18755380809307098,93.88646483421326,19.21100950241089,0.001
5,0.24096402525901794,93.18181872367859,0.1293470412492752,96.1911678314209,19.248395681381226,0.001
6,0.2140973061323166,90.15151858329773,0.19106698036193848,93.78942251205444,19.428137063980103,0.001
7,0.18685846030712128,93.18181872367859,0.20334282517433167,93.81368160247803,19.30697536468506,0.001
8,0.17822358012199402,93.18181872367859,0.1339559406042099,95.6817090511322,19.450520277023315,0.001
9,0.15642084181308746,94.6969747543335,0.14956147968769073,95.46336531639099,19.174196004867554,0.001
10,0.1583871990442276,95.45454978942871,0.10636856406927109,96.65210843086243,19.104132175445557,0.001
11,0.13895036280155182,93.18181872367859,0.08737412095069885,97.35565185546875,19.26284384727478,0.001
12,0.1392606943845749,93.18181872367859,0.09928570687770844,97.1615731716156,19.09162735939026,0.001
13,0.1299421638250351,97.72727489471436,0.07980898022651672,97.35565185546875,19.319986820220947,0.001
14,0.12540890276432037,95.45454978942871,0.09702420979738235,96.82193398475647,19.358838081359863,0.001
15,0.12079346925020218,99.24242496490479,0.06860137730836868,97.59825468063354,19.26799964904785,0.001
16,0.11193732172250748,98.48484992980957,0.07730629295110703,97.40417003631592,19.10400700569153,0.001
17,0.11472048610448837,95.45454978942871,0.07782747596502304,97.50121235847473,19.089728355407715,0.001
18,0.10383813083171844,97.72727489471436,0.07942506670951843,97.59825468063354,19.26731586456299,0.001
19,0.11036868393421173,96.21212482452393,0.07123195379972458,97.69529104232788,19.11856460571289,0.001
20,0.09967029839754105,97.72727489471436,0.07370412349700928,97.57399559020996,19.482277870178223,0.001
21,0.0922299176454544,94.6969747543335,0.06290533393621445,98.13197255134583,19.32897639274597,0.001
22,0.09089095145463943,98.48484992980957,0.0651497095823288,98.0106770992279,19.43702006340027,0.001
23,0.09320581704378128,96.96969985961914,0.05492918938398361,98.08345437049866,19.375466108322144,0.001
24,0.08544564247131348,97.72727489471436,0.07185566425323486,97.64677286148071,19.5229709148407,0.001
25,0.08828864991664886,96.96969985961914,0.061194729059934616,97.88937568664551,19.45843505859375,0.001
26,0.09210898727178574,94.6969747543335,0.06667912006378174,98.08345437049866,19.462227821350098,0.001
27,0.08284541964530945,96.21212482452393,0.05648881196975708,98.2775330543518,19.35773539543152,0.001
28,0.08159150183200836,96.21212482452393,0.07937698811292648,97.6710319519043,19.380505084991455,0.001
29,0.07930596172809601,96.96969985961914,0.06405013799667358,97.91363477706909,19.333574056625366,0.001
30,0.08326935768127441,96.96969985961914,0.07101479172706604,97.93789386749268,19.426928758621216,0.001
31,0.0751914232969284,97.72727489471436,0.06364880502223969,97.96215295791626,19.124157905578613,0.001
32,0.07241194695234299,96.96969985961914,0.0663159117102623,97.98641204833984,19.336183547973633,0.001
33,0.07330240309238434,97.72727489471436,0.06267812848091125,97.93789386749268,19.226306676864624,0.001
34,0.07176274806261063,93.93939971923828,0.05997668206691742,98.10771346092224,19.354347467422485,0.0005
35,0.060577258467674255,98.48484992980957,0.04785114899277687,98.56865406036377,19.48812770843506,0.0005
36,0.054851751774549484,98.48484992980957,0.05947229638695717,98.25327396392822,19.403627395629883,0.0005
37,0.05230897292494774,99.24242496490479,0.04881881922483444,98.37457537651062,19.335862398147583,0.0005
38,0.04492584988474846,98.48484992980957,0.0501873679459095,98.3988344669342,19.281027793884277,0.0005
39,0.04929284751415253,97.72727489471436,0.054413579404354095,98.47161769866943,19.18349575996399,0.0005
40,0.046789661049842834,97.72727489471436,0.04146738350391388,98.78699779510498,19.18805241584778,0.0005
41,0.04337399825453758,100.0,0.03131907805800438,99.07811880111694,19.209754467010498,0.0005
42,0.043198566883802414,97.72727489471436,0.0378967747092247,98.71421456336975,19.338184118270874,0.0005
43,0.04232075437903404,100.0,0.04309830069541931,98.66569638252258,19.347062349319458,0.0005
44,0.04699115455150604,97.72727489471436,0.05369831994175911,98.59291315078735,19.120882272720337,0.0005
45,0.04118025302886963,100.0,0.04924912750720978,98.66569638252258,19.53501844406128,0.0005
46,0.04056541249155998,96.21212482452393,0.054819460958242416,98.44735860824585,19.28962779045105,0.0005
47,0.040660589933395386,98.48484992980957,0.04670114070177078,98.54439496994019,19.489123344421387,0.0005
48,0.044296931475400925,96.21212482452393,0.042783137410879135,98.641437292099,19.523011445999146,0.00025
49,0.03740840405225754,97.72727489471436,0.03799080848693848,98.88403415679932,19.23517370223999,0.00025
50,0.03279240056872368,97.72727489471436,0.049536220729351044,98.49587678909302,19.235754013061523,0.00025
